id,document,component_name,schema_name
CostAllocationMaster_CNT_CostAllocationValue_61,"Schema Name: CostAllocationMaster
        Component Name: CNT_CostAllocationValue
        Component Type: MATH
        Business Purpose: This row defines a cost allocation component in the CostAllocationMaster schema, specifically 'CNT_CostAllocationValue', which is a mathematical component that calculates the cost allocation value.
        Technical Logic: The component 'CNT_CostAllocationValue' is a mathematical component of type 'MATH' with a value of 'COST' and an expression of 'CostAllocationValue'. It is used in the 'MATH' model and has a single criteria associated with it.",CNT_CostAllocationValue,CostAllocationMaster
CostAllocationMaster_PERC_CostAllocationValue_62,"Schema Name: CostAllocationMaster
        Component Name: PERC_CostAllocationValue
        Component Type: MATH
        Business Purpose: This row defines a component in the CostAllocationMaster schema that calculates the cost allocation value using a mathematical model (MATH) with a single criterion.
        Technical Logic: The component 'PERC_CostAllocationValue' in the 'CostAllocationMaster' schema uses a mathematical model (MATH) with a component type of 'COST' and a component expression of 'CostAllocationValue'. It has a single criterion and is likely used to calculate the cost allocation value based on the specified model and criteria.",PERC_CostAllocationValue,CostAllocationMaster
CostAllocationMaster_CostAllocationParameterValue_63,"Schema Name: CostAllocationMaster
        Component Name: CostAllocationParameterValue
        Component Type: MATH
        Business Purpose: This row defines a cost allocation parameter value component in the CostAllocationMaster schema, used to calculate the total cost allocation value by adding the percentage and count values.
        Technical Logic: The component_expr 'PERC_CostAllocationValue + CNT_CostAllocationValue' is evaluated as a mathematical expression, where PERC_CostAllocationValue and CNT_CostAllocationValue are likely other components in the schema, and the result is used to determine the cost allocation value.",CostAllocationParameterValue,CostAllocationMaster
CostAllocationMaster_costallocationamount_64,"Schema Name: CostAllocationMaster
        Component Name: costallocationamount
        Component Type: MATH
        Business Purpose: This row defines a cost allocation component in the CostAllocationMaster schema, used to calculate the cost allocation amount.
        Technical Logic: The component_expr 'costallocationamount' is a reference to the component itself, indicating a self-referential calculation. The component_type 'MATH' and type_value 'COST' suggest a mathematical operation related to cost calculation, with a single criteria.",costallocationamount,CostAllocationMaster
BillCostAllocation1_CostAllocationParameterValue_65,"Schema Name: BillCostAllocation1
        Component Name: CostAllocationParameterValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a cost allocation parameter value component in the BillCostAllocation1 schema, which retrieves the cost allocation method, LOB, cost allocation category, and CAPrdFrom from a schema.
        Technical Logic: The component_expr field uses a JSON object to fetch values from a schema, where the keys match the component_type_value ('COST') and the values are retrieved from the schema.",CostAllocationParameterValue,BillCostAllocation1
BillCostAllocation1_costallocationamount_66,"Schema Name: BillCostAllocation1
        Component Name: costallocationamount
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a cost allocation component in the BillCostAllocation1 schema, fetching the cost allocation amount from the CostAllocationMaster model based on the specified criteria.
        Technical Logic: The component_expr field contains a JSON object that defines the criteria for fetching the cost allocation amount, including the cost allocation method, LOB, cost allocation category, and period from. The FETCHFROMSCHEMA component type is used to retrieve data from the CostAllocationMaster model.",costallocationamount,BillCostAllocation1
TCostAllocationValue_TCostAllocationValue_67,"Schema Name: TCostAllocationValue
        Component Name: TCostAllocationValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a TCostAllocationValue component in the BillCostAllocation1 model, which calculates the total cost from a schema based on the CostAllocationMethod, document number, and link reference.
        Technical Logic: The component_expr field uses a JSON object to specify the criteria for the calculation, which involves retrieving the CostAllocationMethod, document number, and link reference from the schema. The component_type is set to SUMFROMSCHEMA, indicating that the component will sum up values from the specified schema.",TCostAllocationValue,TCostAllocationValue
AP_SNO_68,"Schema Name: AP
        Component Name: SNO
        Component Type: MATH
        Business Purpose: This row defines a component 'SNO' in the 'AP' schema, which is used to calculate the cost in the 'MATH' model.
        Technical Logic: The component 'SNO' is a mathematical component of type 'MATH' with a value 'COST', using the expression 'SNo' and is associated with 1 criteria.",SNO,AP
BillWF_DocumentValue_69,"Schema Name: BillWF
        Component Name: DocumentValue
        Component Type: MATH
        Business Purpose: This row defines a component in the 'BillWF' schema that calculates the 'COST' value of a document based on a mathematical model 'MATH'.
        Technical Logic: The component 'DocumentValue' of type 'MATH' with value 'COST' uses the expression '1' and is associated with 1 criteria, likely used in a decision-making process within the 'BillWF' schema.",DocumentValue,BillWF
AD_Parameter1_70,"Schema Name: AD
        Component Name: Parameter1
        Component Type: MATH
        Business Purpose: This row represents a parameter in the 'AD' schema, specifically 'Parameter1', which is used in a mathematical model 'MATH' to calculate the 'COST' of a component.
        Technical Logic: This row defines a mathematical component 'Parameter1' in the 'MATH' model, where its value is calculated as '1*Parameter1', and it is used as a criteria in the 'AD' schema.",Parameter1,AD
AD_SingleTresholdLimit_71,"Schema Name: AD
        Component Name: SingleTresholdLimit
        Component Type: MATH
        Business Purpose: This row represents a single threshold limit component in the 'AD' schema, used to evaluate a cost-based criteria with a model ID of 'MATH'.
        Technical Logic: The 'SingleTresholdLimit' component is a mathematical component of type 'MATH' that evaluates a cost-based criteria, utilizing the 'COST' component type value and the 'SingleTresholdLimit' expression, with a total of 1 criteria.",SingleTresholdLimit,AD
AD_CummThresholdLimit_72,"Schema Name: AD
        Component Name: CummThresholdLimit
        Component Type: MATH
        Business Purpose: This row defines a component in the 'AD' schema, specifically 'CummThresholdLimit', which is a mathematical component used to calculate 'COST' based on the 'CummThresholdLimit' expression, and it is used in 1 criteria.
        Technical Logic: The 'CummThresholdLimit' component is a mathematical component of type 'MATH' with a value of 'COST', and it is evaluated using the expression 'CummThresholdLimit'. It is used in 1 criteria, indicating its importance in the decision-making process.",CummThresholdLimit,AD
IM_PercentageofTDS_73,"Schema Name: IM
        Component Name: PercentageofTDS
        Component Type: MATH
        Business Purpose: This row represents a component in the 'IM' schema that calculates the percentage of Total Distribution System (TDS) costs, which is used in the 'MATH' model.
        Technical Logic: The 'PercentageofTDS' component is a mathematical calculation that retrieves the 'COST' value from the 'PercentageofTDS' expression, and it is used once in the criteria count.",PercentageofTDS,IM
VM_SNO_74,"Schema Name: VM
        Component Name: SNO
        Component Type: MATH
        Business Purpose: This row defines a component named 'SNO' in the 'VM' schema, which is used to calculate the 'COST' of 'MATH' models based on a single criteria.
        Technical Logic: The component 'SNO' in the 'VM' schema uses a mathematical model 'MATH' to evaluate the 'COST' based on a single expression '1', resulting in a single criteria count of 1.",SNO,VM
ProcessedTDSAmtinGSE_amountinlocalcurrency_75,"Schema Name: ProcessedTDSAmtinGSE
        Component Name: amountinlocalcurrency
        Component Type: MATH
        Business Purpose: This row represents a component in the 'ProcessedTDSAmtinGSE' schema that calculates the amount in local currency, specifically for the 'MATH' model, using a mathematical operation to determine the cost.
        Technical Logic: The component 'amountinlocalcurrency' in the 'ProcessedTDSAmtinGSE' schema is a mathematical operation (component_type: 'MATH') that evaluates to a cost (component_type_value: 'COST') based on the 'amountinlocalcurrency' expression, with a single criteria.",amountinlocalcurrency,ProcessedTDSAmtinGSE
ReversalTDS_journalsno_76,"Schema Name: ReversalTDS
        Component Name: journalsno
        Component Type: MATH
        Business Purpose: This row defines a component in the ReversalTDS schema that calculates the cost of journals with a model ID of MATH.
        Technical Logic: The component_expr '1' indicates that the component always evaluates to true, and the component_type 'MATH' with value 'COST' suggests that it is a mathematical component that calculates a cost value. The criteria_count of 1 implies that this component is used as a single criteria in a larger calculation or decision-making process.",journalsno,ReversalTDS
ReversalTDS_ExchangeRate_77,"Schema Name: ReversalTDS
        Component Name: ExchangeRate
        Component Type: FETCHFROMSCHEMA
        Business Purpose: Unknown purpose
        Technical Logic: Unknown logic",ExchangeRate,ReversalTDS
